id,title,image,description,status,date_from,date_to,stock_available,fsmstate,generator,auth_supplier,auth_distributor,auth_sequence,fsmstate_ant,user,timestamp,date,list_price,selling_price,product_list_price_header_2_date_from,product_list_price_header_2_date_to,minimum_products_quantity_gral,maximum_products_quantity_gral,maximum_offers_quantity_per_vendor,audio,bonus_discount_suboffer_range_criteria,list_price_update_mode,category_id,enterprise_distributor_id,enterprise_supplier_id,product_list_price_header_id,product_list_price_header_2_id,cash_discount_percentaje
92,OL TRANS FLEX x 21 COMP + MANTA (EXTRA SUAVE - 100cm x 150cm),offers/scaled_Oltransflex-x15.jpg,Con 15 unidades de OL TRANS FLEX x 21 COMP ganá una MANTA (EXTRA SUAVE - 100cm x 150cm) y llevá 2 Nros para participar del sorteo del 0KM!,1,2025-06-26 03:00:00+00,2025-08-19 02:59:00+00,75,vendor,distributor,2025-07-07 17:40:05.016632+00,2025-07-21 18:53:36.39556+00,8,distributor,"",2025-07-21 18:53:36.395752+00,2025-06-26,0.00,0.00,,,15,99999999,100,"",2,2,1,3,8,4,,12
54,Promo Termo waterdog,offers/scaled_Oferta_termo_1_0crCdQG.jpg,"Biogenesis Bago: Canigen, Feligen, Bagovac, Osurnia + Termo WATERDOG",1,2024-12-01 03:00:00+00,2025-04-08 02:59:00+00,9,distributor,supplier,2024-12-27 13:32:34.565198+00,2025-02-24 15:14:09.464287+00,22,vendor,"",2025-02-27 12:49:02.570474+00,2024-11-26,0.00,0.00,,,150,99999999,99999999,"",2,2,1,3,945,9,,0
69,SOSTEN CG - MOXIDEX PLUS - NOGASTROL 10MG - TOLTRAZOL PLUS,offers/scaled_WhatsApp_Image_2025-02-27_at_4.10.03_PM.jpeg,Comprando 7 unidades de cada producto te llevas un TERMO WATERDOG DE 1LT + MATE ACERO INOXIDABLE + BOMBILLA + 3 NROS SORTEO 0KM,1,2025-02-27 03:00:00+00,2025-04-08 02:59:00+00,1000,distributor,distributor,2025-03-10 13:03:24.696072+00,2025-03-10 13:53:29.333641+00,11,vendor,"",2025-03-10 17:02:30.051365+00,2025-02-27,0.00,0.00,,,0,99999999,10000,"",2,2,1,3,945,9,,12
64,25u. surtidas + REGALOS,offers/scaled_Brouwer-Fenobarbital_900x675.jpg,25u. surtidas + REGALOS,1,2025-01-30 03:00:00+00,2025-04-08 02:59:00+00,92,distributor,distributor,2025-02-18 19:08:41.361758+00,2025-03-06 15:15:13.279199+00,15,vendor,"",2025-03-18 13:14:42.165108+00,2025-01-30,0.00,0.00,,,25,99999999,10,"",2,2,1,3,9,3,,12
19,Ecthol GMP (300% BM),offers/scaled_oferta-v001-EchtolGMP-50_-_ed300.jpg,Ecthol GMP (300% BM),1,2024-08-01 03:00:00+00,2024-12-08 02:59:00+00,9993,cancel_distributor,supplier,2024-08-15 23:05:26.814507+00,2024-10-07 23:01:25.502095+00,15,distributor,"",2024-11-26 20:09:09.721245+00,2024-07-17,0.00,0.00,,,1,1000,1000,"",2,2,1,3,8,1,,0
91,OL TRANS FLEX x 70 COMP + MANTA (Extra Suave -100cm x 150cm),offers/scaled_Oltransflex-x6.jpg,Con 6 unidades OL TRANS FLEX x 70 comp. obtené una MANTA (Extra Suave -100cm x 150cm).  Más 2 números para el sorteo del 0KM!,1,2025-06-26 03:00:00+00,2025-08-19 02:59:00+00,69,vendor,distributor,2025-07-07 17:40:01.905249+00,2025-07-21 18:54:00.297553+00,8,distributor,"",2025-07-22 11:43:06.758461+00,2025-06-26,0.00,0.00,,,6,99999999,100,"",2,2,1,3,8,4,,12
81,100 Un. POWER COMP. + CÁMARA,offers/scaled_WhatsApp_Image_2025-05-13_at_1.21.12_PM_2.jpeg,"",1,2025-05-12 03:00:00+00,2025-08-19 02:59:00+00,992,vendor,distributor,2025-07-21 12:22:17.824529+00,2025-07-21 18:45:52.665222+00,19,distributor,"",2025-08-01 01:36:15.889985+00,2025-05-13,0.00,0.00,,,0,99999999,10,"",2,2,1,3,9,4,,12
43,Oferta Inyectables + Regalos,offers/scaled_1000077599.jpg,"Llevando 12u. surtidas, 40%BM y un sacacorcho de regalo + 1 Off",1,2024-10-29 03:00:00+00,2024-12-02 02:59:00+00,989,distributor,supplier,2024-10-29 15:02:09.537623+00,2024-11-12 18:27:48.522852+00,7,vendor,"",2024-11-26 13:31:11.199204+00,2024-10-29,0.00,0.00,,,12,99999999,99999999,"",2,2,1,3,18,5,,0
26,1 Adaptil Calm Collar + 1,offers/scaled_adaptil_collar-50.jpg,1 Adaptil Calm Collar + 1 (de REGALO),1,2024-08-05 03:00:00+00,2024-09-09 02:59:00+00,998,vendor,supplier,2024-08-15 23:24:17.158074+00,2024-08-15 23:25:00.148419+00,7,distributor,"",2024-09-11 15:44:59.072892+00,2024-08-05,0.00,0.00,,,1,1000,10,"",2,2,1,3,19,6,,0
12,1 Feliway + 1 Refill,offers/scaled_Feliway_Difusor-ed002-50.jpg,1 Feliway difusor + 1 Rrefill (de REGALO),1,2024-07-17 03:00:00+00,2024-09-09 02:59:00+00,9999,vendor,supplier,2024-08-15 23:25:54.616395+00,2024-08-15 23:27:57.059215+00,8,distributor,"",2024-09-11 20:57:44.320983+00,2024-07-15,0.00,0.00,,,1,1000,1000,"",2,2,1,3,19,6,,0
27,Algidol Duo (20 % BM),offers/scaled_algidol_duo_50.jpg,Algidol Duo (20 % BM),1,2024-08-05 03:00:00+00,2024-09-09 02:59:00+00,1000,vendor,supplier,2024-08-15 23:24:29.632902+00,2024-08-15 23:26:41.53841+00,5,distributor,"",2024-08-15 23:26:41.538557+00,2024-08-05,0.00,0.00,,,1,1000,10,"",2,2,1,3,19,6,,0
24,Simparica Apoquel Cytopoint,offers/scaled_DFV-oferta-v001-Zoetis_mix-50_pQFPUJM.jpg,Simparica + Apoquel + Cytopoint,1,2024-07-23 03:00:00+00,2024-09-09 02:59:00+00,9998,vendor,supplier,2024-08-15 23:16:47.522772+00,2024-08-22 22:32:14.949089+00,11,distributor,"",2024-09-12 16:07:26.39739+00,2024-07-23,0.00,0.00,,,20,1000,1000,"",2,2,1,3,20,7,,0
35,Simpárica 3+1,offers/scaled_1000070116.jpg,Simpárica 3+1 (33%BM),1,2024-09-10 03:00:00+00,2024-10-08 02:59:00+00,1000,distributor,supplier,2024-09-11 13:43:47.726819+00,2024-09-11 13:44:46.952721+00,3,vendor,"",2024-09-11 20:12:24.848662+00,2024-09-10,0.00,0.00,,,3,99999999,10,"",2,2,1,3,20,7,,0
38,Vanguard Plus 5/5L4,offers/scaled_1000070119.jpg,Vanguard Plus 5 / Plus 5 L4 (10+2) 20%BM,1,2024-09-10 03:00:00+00,2024-10-08 02:59:00+00,1000,distributor,supplier,2024-09-11 13:43:59.629124+00,2024-09-11 13:45:02.698051+00,3,vendor,"",2024-09-11 20:12:31.57922+00,2024-09-10,0.00,0.00,,,10,99999999,10,"",2,2,1,3,20,7,,0
49,"Feliway, Adaptil y Full Hepatitis + Regalos ",offers/scaled_1000077419.jpg,"Llevando 12u o más accede a 20BM y a premios exclusivos, como vino Trumpeter, Mate acero inoxidable y Gift Card de 15.000",1,2024-11-05 03:00:00+00,2024-12-16 02:59:00+00,9,distributor,distributor,2024-11-05 15:20:55.457082+00,2024-11-20 13:41:40.272007+00,11,vendor,"",2024-12-16 13:06:01.746277+00,2024-11-05,0.00,0.00,,,12,99999999,99999999,"",2,2,1,3,19,6,,0
